Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
EI,Emissions intensities,170,Colombia,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,1.2159,E,Estimated value
EI,Emissions intensities,170,Colombia,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,781.4744,E,Estimated value
EI,Emissions intensities,170,Colombia,71761,Emissions intensity,21112,"Meat of buffalo, fresh or chilled",2023,2023,kg CO2eq/kg,97.6484,E,Estimated value
EI,Emissions intensities,170,Colombia,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,691.0636,E,Estimated value
EI,Emissions intensities,170,Colombia,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,0.3045,E,Estimated value
EI,Emissions intensities,170,Colombia,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,0.326,E,Estimated value
EI,Emissions intensities,170,Colombia,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,4.09,E,Estimated value
EI,Emissions intensities,174,Comoros,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.124,E,Estimated value
EI,Emissions intensities,174,Comoros,71761,Emissions intensity,113,Rice,2023,2023,kg CO2eq/kg,26.8972,E,Estimated value
EI,Emissions intensities,174,Comoros,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,43.5215,E,Estimated value
EI,Emissions intensities,174,Comoros,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,1.4034,E,Estimated value
EI,Emissions intensities,174,Comoros,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,75.9089,E,Estimated value
EI,Emissions intensities,174,Comoros,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,56.7444,E,Estimated value
EI,Emissions intensities,174,Comoros,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,2.3471,E,Estimated value
EI,Emissions intensities,174,Comoros,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,1.0951,E,Estimated value
EI,Emissions intensities,178,Congo,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.2786,E,Estimated value
EI,Emissions intensities,178,Congo,71761,Emissions intensity,113,Rice,2023,2023,kg CO2eq/kg,4.2322,E,Estimated value
EI,Emissions intensities,178,Congo,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,77.5265,E,Estimated value
EI,Emissions intensities,178,Congo,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,1.4247,E,Estimated value
EI,Emissions intensities,178,Congo,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,72.7647,E,Estimated value
EI,Emissions intensities,178,Congo,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,59.7231,E,Estimated value
EI,Emissions intensities,178,Congo,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,1.4396,E,Estimated value
EI,Emissions intensities,178,Congo,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,2.0362,E,Estimated value
EI,Emissions intensities,178,Congo,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,21.3526,E,Estimated value
EI,Emissions intensities,184,Cook Islands,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,60.0281,E,Estimated value
EI,Emissions intensities,184,Cook Islands,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,122.7701,E,Estimated value
EI,Emissions intensities,184,Cook Islands,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,2.0787,E,Estimated value
EI,Emissions intensities,184,Cook Islands,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,0.8139,E,Estimated value
EI,Emissions intensities,184,Cook Islands,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,29.6797,E,Estimated value
EI,Emissions intensities,188,Costa Rica,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.4539,E,Estimated value
EI,Emissions intensities,188,Costa Rica,71761,Emissions intensity,113,Rice,2023,2023,kg CO2eq/kg,1.0201,E,Estimated value
EI,Emissions intensities,188,Costa Rica,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,32.0761,E,Estimated value
EI,Emissions intensities,188,Costa Rica,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,1.7825,E,Estimated value
EI,Emissions intensities,188,Costa Rica,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,10.429,E,Estimated value
EI,Emissions intensities,188,Costa Rica,71761,Emissions intensity,2292,Raw milk of goats,2023,2023,kg CO2eq/kg,0.928,E,Estimated value
EI,Emissions intensities,188,Costa Rica,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,40.2571,E,Estimated value
EI,Emissions intensities,188,Costa Rica,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,0.5939,E,Estimated value
EI,Emissions intensities,188,Costa Rica,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,0.2221,E,Estimated value
EI,Emissions intensities,188,Costa Rica,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,1.6595,E,Estimated value
EI,Emissions intensities,384,Côte d'Ivoire,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.2333,E,Estimated value
EI,Emissions intensities,384,Côte d'Ivoire,71761,Emissions intensity,113,Rice,2023,2023,kg CO2eq/kg,0.4221,E,Estimated value
EI,Emissions intensities,384,Côte d'Ivoire,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,81.4487,E,Estimated value
EI,Emissions intensities,384,Côte d'Ivoire,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,18.5811,E,Estimated value
EI,Emissions intensities,384,Côte d'Ivoire,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,87.7134,E,Estimated value
EI,Emissions intensities,384,Côte d'Ivoire,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,50.7693,E,Estimated value
EI,Emissions intensities,384,Côte d'Ivoire,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,4.5616,E,Estimated value
EI,Emissions intensities,384,Côte d'Ivoire,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,0.4594,E,Estimated value
EI,Emissions intensities,384,Côte d'Ivoire,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,11.0263,E,Estimated value
EI,Emissions intensities,191,Croatia,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.1569,E,Estimated value
EI,Emissions intensities,191,Croatia,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,18.4672,E,Estimated value
EI,Emissions intensities,191,Croatia,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,0.7155,E,Estimated value
EI,Emissions intensities,191,Croatia,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,8.0583,E,Estimated value
EI,Emissions intensities,191,Croatia,71761,Emissions intensity,2292,Raw milk of goats,2023,2023,kg CO2eq/kg,2.3923,E,Estimated value
EI,Emissions intensities,191,Croatia,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,23.6883,E,Estimated value
EI,Emissions intensities,191,Croatia,71761,Emissions intensity,2291,Raw milk of sheep,2023,2023,kg CO2eq/kg,4.5945,E,Estimated value
EI,Emissions intensities,191,Croatia,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,0.4384,E,Estimated value
EI,Emissions intensities,191,Croatia,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,2.2455,E,Estimated value
EI,Emissions intensities,192,Cuba,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.1106,E,Estimated value
EI,Emissions intensities,192,Cuba,71761,Emissions intensity,113,Rice,2023,2023,kg CO2eq/kg,2.8259,E,Estimated value
EI,Emissions intensities,192,Cuba,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,78.9153,E,Estimated value
EI,Emissions intensities,192,Cuba,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,1.9912,E,Estimated value
EI,Emissions intensities,192,Cuba,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,20.2025,E,Estimated value
EI,Emissions intensities,192,Cuba,71761,Emissions intensity,2292,Raw milk of goats,2023,2023,kg CO2eq/kg,1.2325,E,Estimated value
EI,Emissions intensities,192,Cuba,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,25.3101,E,Estimated value
EI,Emissions intensities,192,Cuba,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,3.2155,E,Estimated value
EI,Emissions intensities,192,Cuba,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,0.5277,E,Estimated value
EI,Emissions intensities,192,Cuba,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,1.7439,E,Estimated value
EI,Emissions intensities,196,Cyprus,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.644,E,Estimated value
EI,Emissions intensities,196,Cyprus,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,11.6919,E,Estimated value
EI,Emissions intensities,196,Cyprus,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,0.2537,E,Estimated value
EI,Emissions intensities,196,Cyprus,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,2.4151,E,Estimated value
EI,Emissions intensities,203,Czechia,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.1735,E,Estimated value
EI,Emissions intensities,203,Czechia,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,30.7399,E,Estimated value
EI,Emissions intensities,203,Czechia,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,0.3739,E,Estimated value
EI,Emissions intensities,203,Czechia,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,34.6833,E,Estimated value
EI,Emissions intensities,203,Czechia,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,21.1563,E,Estimated value
EI,Emissions intensities,203,Czechia,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,0.3759,E,Estimated value
EI,Emissions intensities,203,Czechia,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,1.3996,E,Estimated value
EI,Emissions intensities,408,Democratic People's Republic of Korea,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.0843,E,Estimated value
EI,Emissions intensities,408,Democratic People's Republic of Korea,71761,Emissions intensity,113,Rice,2023,2023,kg CO2eq/kg,1.1724,E,Estimated value
EI,Emissions intensities,408,Democratic People's Republic of Korea,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,46.6484,E,Estimated value
EI,Emissions intensities,408,Democratic People's Republic of Korea,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,1.1011,E,Estimated value
EI,Emissions intensities,408,Democratic People's Republic of Korea,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,65.0125,E,Estimated value
EI,Emissions intensities,408,Democratic People's Republic of Korea,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,35.5767,E,Estimated value
EI,Emissions intensities,408,Democratic People's Republic of Korea,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,0,E,Estimated value
EI,Emissions intensities,408,Democratic People's Republic of Korea,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,0.264,E,Estimated value
EI,Emissions intensities,408,Democratic People's Republic of Korea,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,2.7512,E,Estimated value
EI,Emissions intensities,180,Democratic Republic of the Congo,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.2278,E,Estimated value
EI,Emissions intensities,180,Democratic Republic of the Congo,71761,Emissions intensity,113,Rice,2023,2023,kg CO2eq/kg,0.9037,E,Estimated value
EI,Emissions intensities,180,Democratic Republic of the Congo,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,91.8141,E,Estimated value
EI,Emissions intensities,180,Democratic Republic of the Congo,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,2.1161,E,Estimated value
EI,Emissions intensities,180,Democratic Republic of the Congo,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,53.23,E,Estimated value
EI,Emissions intensities,180,Democratic Republic of the Congo,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,69.9046,E,Estimated value
EI,Emissions intensities,180,Democratic Republic of the Congo,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,6.675,E,Estimated value
EI,Emissions intensities,180,Democratic Republic of the Congo,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,1.9133,E,Estimated value
EI,Emissions intensities,180,Democratic Republic of the Congo,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,9.3833,E,Estimated value
EI,Emissions intensities,208,Denmark,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.1707,E,Estimated value
EI,Emissions intensities,208,Denmark,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,16.3852,E,Estimated value
EI,Emissions intensities,208,Denmark,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,0.4493,E,Estimated value
EI,Emissions intensities,208,Denmark,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,40.7866,E,Estimated value
EI,Emissions intensities,208,Denmark,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,0.2895,E,Estimated value
EI,Emissions intensities,208,Denmark,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,0.8405,E,Estimated value
EI,Emissions intensities,208,Denmark,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,2.5558,E,Estimated value
EI,Emissions intensities,262,Djibouti,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,11.4063,E,Estimated value
EI,Emissions intensities,262,Djibouti,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,56.287,E,Estimated value
EI,Emissions intensities,262,Djibouti,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,5.3954,E,Estimated value
EI,Emissions intensities,262,Djibouti,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,53.7271,E,Estimated value
EI,Emissions intensities,262,Djibouti,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,45.616,E,Estimated value
EI,Emissions intensities,262,Djibouti,71761,Emissions intensity,2293,Raw milk of camel,2023,2023,kg CO2eq/kg,7.9672,E,Estimated value
EI,Emissions intensities,212,Dominica,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.0435,E,Estimated value
EI,Emissions intensities,212,Dominica,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,23.5379,E,Estimated value
EI,Emissions intensities,212,Dominica,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,2.6907,E,Estimated value
EI,Emissions intensities,212,Dominica,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,55.4664,E,Estimated value
EI,Emissions intensities,212,Dominica,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,68.0604,E,Estimated value
EI,Emissions intensities,212,Dominica,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,1.3384,E,Estimated value
EI,Emissions intensities,212,Dominica,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,0.4849,E,Estimated value
EI,Emissions intensities,212,Dominica,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,2.5528,E,Estimated value
EI,Emissions intensities,214,Dominican Republic,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.2179,E,Estimated value
EI,Emissions intensities,214,Dominican Republic,71761,Emissions intensity,113,Rice,2023,2023,kg CO2eq/kg,1.6872,E,Estimated value
EI,Emissions intensities,214,Dominican Republic,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,79.6781,E,Estimated value
EI,Emissions intensities,214,Dominican Republic,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,1.6571,E,Estimated value
EI,Emissions intensities,214,Dominican Republic,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,60.8232,E,Estimated value
EI,Emissions intensities,214,Dominican Republic,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,60.9283,E,Estimated value
EI,Emissions intensities,214,Dominican Republic,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,2.1537,E,Estimated value
EI,Emissions intensities,214,Dominican Republic,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,0.3423,E,Estimated value
EI,Emissions intensities,214,Dominican Republic,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,2.1179,E,Estimated value
EI,Emissions intensities,218,Ecuador,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.1521,E,Estimated value
EI,Emissions intensities,218,Ecuador,71761,Emissions intensity,113,Rice,2023,2023,kg CO2eq/kg,1.703,E,Estimated value
EI,Emissions intensities,218,Ecuador,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,27.5669,E,Estimated value
EI,Emissions intensities,218,Ecuador,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,0.9752,E,Estimated value
EI,Emissions intensities,218,Ecuador,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,7.4129,E,Estimated value
EI,Emissions intensities,218,Ecuador,71761,Emissions intensity,2292,Raw milk of goats,2023,2023,kg CO2eq/kg,5.052,E,Estimated value
EI,Emissions intensities,218,Ecuador,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,13.4925,E,Estimated value
EI,Emissions intensities,218,Ecuador,71761,Emissions intensity,2291,Raw milk of sheep,2023,2023,kg CO2eq/kg,5.8237,E,Estimated value
EI,Emissions intensities,218,Ecuador,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,1.0466,E,Estimated value
EI,Emissions intensities,218,Ecuador,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,0.5542,E,Estimated value
EI,Emissions intensities,218,Ecuador,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,0.9745,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.2718,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,113,Rice,2023,2023,kg CO2eq/kg,1.0954,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,4.3407,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,0.6359,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,9.3235,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,2292,Raw milk of goats,2023,2023,kg CO2eq/kg,11.3763,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,21112,"Meat of buffalo, fresh or chilled",2023,2023,kg CO2eq/kg,6.6895,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,2212,Raw milk of buffalo,2023,2023,kg CO2eq/kg,1.106,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,5.4192,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,2291,Raw milk of sheep,2023,2023,kg CO2eq/kg,7.6637,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,0.4469,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,0.4622,E,Estimated value
EI,Emissions intensities,818,Egypt,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,7.6907,E,Estimated value
EI,Emissions intensities,222,El Salvador,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.1921,E,Estimated value
EI,Emissions intensities,222,El Salvador,71761,Emissions intensity,113,Rice,2023,2023,kg CO2eq/kg,0.5544,E,Estimated value
EI,Emissions intensities,222,El Salvador,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,43.3614,E,Estimated value
EI,Emissions intensities,222,El Salvador,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,2.1568,E,Estimated value
EI,Emissions intensities,222,El Salvador,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,43.0901,E,Estimated value
EI,Emissions intensities,222,El Salvador,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,31.6186,E,Estimated value
EI,Emissions intensities,222,El Salvador,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,0.2743,E,Estimated value
EI,Emissions intensities,222,El Salvador,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,0.5933,E,Estimated value
EI,Emissions intensities,222,El Salvador,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,14.0493,E,Estimated value
EI,Emissions intensities,226,Equatorial Guinea,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,132.5518,E,Estimated value
EI,Emissions intensities,226,Equatorial Guinea,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,46.9539,E,Estimated value
EI,Emissions intensities,226,Equatorial Guinea,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,83.9851,E,Estimated value
EI,Emissions intensities,226,Equatorial Guinea,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,5.0393,E,Estimated value
EI,Emissions intensities,226,Equatorial Guinea,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,1.1891,E,Estimated value
EI,Emissions intensities,226,Equatorial Guinea,71761,Emissions intensity,21113.01,"Meat of pig with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,10.4867,E,Estimated value
EI,Emissions intensities,232,Eritrea,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.1327,E,Estimated value
EI,Emissions intensities,232,Eritrea,71761,Emissions intensity,21111.01,"Meat of cattle with the bone, fresh or chilled",2023,2023,kg CO2eq/kg,74.7259,E,Estimated value
EI,Emissions intensities,232,Eritrea,71761,Emissions intensity,2211,Raw milk of cattle,2023,2023,kg CO2eq/kg,11.2666,E,Estimated value
EI,Emissions intensities,232,Eritrea,71761,Emissions intensity,21116,"Meat of goat, fresh or chilled",2023,2023,kg CO2eq/kg,64.1366,E,Estimated value
EI,Emissions intensities,232,Eritrea,71761,Emissions intensity,2292,Raw milk of goats,2023,2023,kg CO2eq/kg,4.6667,E,Estimated value
EI,Emissions intensities,232,Eritrea,71761,Emissions intensity,21115,"Meat of sheep, fresh or chilled",2023,2023,kg CO2eq/kg,72.65,E,Estimated value
EI,Emissions intensities,232,Eritrea,71761,Emissions intensity,2291,Raw milk of sheep,2023,2023,kg CO2eq/kg,8.7917,E,Estimated value
EI,Emissions intensities,232,Eritrea,71761,Emissions intensity,2293,Raw milk of camel,2023,2023,kg CO2eq/kg,9.8718,E,Estimated value
EI,Emissions intensities,232,Eritrea,71761,Emissions intensity,21121,"Meat of chickens, fresh or chilled",2023,2023,kg CO2eq/kg,2.2384,E,Estimated value
EI,Emissions intensities,232,Eritrea,71761,Emissions intensity,231,"Hen eggs in shell, fresh",2023,2023,kg CO2eq/kg,1.5125,E,Estimated value
EI,Emissions intensities,233,Estonia,71761,Emissions intensity,F1718,Cereals excluding rice,2023,2023,kg CO2eq/kg,0.1645,E,Estimated value
